generation,mean_fitness_mean,mean_fitness_std,distance_from_optimum_mean,distance_from_optimum_std,phenotype_variance_mean,phenotype_variance_std,population_size_mean,population_size_std,n_parents_mean,n_parents_std,median_offspring_mean,median_offspring_std,max_offspring_mean,max_offspring_std,extinct_count
223,0.8211876172518331,0.049680987270036225,0.04908302877777431,0.012156910265280018,0.0008178780265348518,0.0003637098201043521,100.0,0.0,63.85,3.2752862470324637,1.1,0.3,4.45,0.7399324293474372,0
224,0.8293668112145939,0.05141114740872783,0.04720978770169766,0.013497165587002268,0.0007779457965169912,0.000372599906813415,100.0,0.0,62.95,3.412843389316304,1.05,0.21794494717703372,4.0,0.7071067811865476,0
225,0.8322169259206855,0.04882905826303187,0.04705837480206697,0.015204110652231193,0.0007129888596363538,0.00033139846376672007,100.0,0.0,64.2,2.694438717061496,1.025,0.10897247358851683,4.1,0.6244997998398398,0
226,0.8326160512084796,0.046164507304564,0.04689226503141316,0.015557683391611057,0.0007141170545038194,0.0003296197148503066,100.0,0.0,63.35,3.6779749863205975,1.25,0.4330127018922193,4.3,0.7810249675906654,0
227,0.8383464079140103,0.04990765618885097,0.04583830284538752,0.014175992341798354,0.000716122012890409,0.00031990293913853685,100.0,0.0,64.15,3.409912022325503,1.075,0.23848480035423641,4.2,0.9273618495495703,0
228,0.8346627769771688,0.05171077242292652,0.04581349079311876,0.014458212707693093,0.0007748439442614186,0.0003582772345746323,100.0,0.0,64.65,3.15079355083763,1.1,0.3,4.3,0.9,0
229,0.8425223786074827,0.052416027630753176,0.04452336643815193,0.014014586059738491,0.0007402144873119392,0.00034039177747229867,100.0,0.0,64.15,3.539420856580918,1.075,0.23848480035423641,3.85,0.653834841531101,0
230,0.8417046963014728,0.05049518705981507,0.04513508435911271,0.013092311649926516,0.0007272630428562677,0.0003452811589037753,100.0,0.0,62.75,2.56661255354212,1.1,0.3,4.2,0.6,0
231,0.8445937372317756,0.04870910170686484,0.04490014105424432,0.012385093060679413,0.0006949940926921478,0.0003285135660269422,100.0,0.0,62.2,3.0757112998459393,1.075,0.23848480035423641,4.5,0.7416198487095663,0
232,0.8490396811569892,0.047758888824966525,0.04324513660610109,0.012415541165969306,0.0007138086900524543,0.00032034206719612615,100.0,0.0,63.65,3.320767983464066,1.05,0.21794494717703372,4.25,0.82915619758885,0
233,0.849725049699171,0.050639170837672644,0.04297981819923408,0.013845727317313053,0.0007010414774291844,0.0003071431368323709,100.0,0.0,63.7,2.968164415931166,1.125,0.3112474899497183,4.1,0.7,0
234,0.8540046294211227,0.046864129833608624,0.043204072359224466,0.013319367242262637,0.0006444313949490544,0.00026872408325257684,100.0,0.0,63.8,3.2341923257592455,1.0,0.0,4.4,0.7348469228349535,0
235,0.8563837427687988,0.044141986755960004,0.04135085299729897,0.012437717651211627,0.0007128268465046971,0.0003589276892962412,100.0,0.0,63.05,3.2476914878109957,1.15,0.3570714214271425,4.2,0.6782329983125268,0
236,0.8584245000703298,0.046104192876623644,0.03955405587173825,0.012652406634190115,0.0007588979322368872,0.00029702925508949687,100.0,0.0,63.45,3.368605052540295,1.0,0.0,4.25,0.8874119674649424,0
237,0.8614507259615596,0.04716473586818478,0.037872253485169344,0.013718642114950838,0.0007807721135961127,0.000346931545705808,100.0,0.0,62.2,2.5612496949731396,1.05,0.21794494717703372,4.0,0.6324555320336759,0
238,0.8605738741572614,0.05074283478896317,0.037232383880269684,0.012793662694142208,0.000837429354365944,0.00042491791178666545,100.0,0.0,63.7,2.666458325194677,1.05,0.21794494717703372,4.15,0.5722761571129799,0
239,0.8674340625861487,0.04520934989015077,0.036585834673964555,0.011102303266067677,0.0007852252392430708,0.000365726952923518,100.0,0.0,63.65,2.535251466817444,1.0,0.0,4.1,0.6244997998398398,0
240,0.8758231837566347,0.04310506744947395,0.03499340912642019,0.010837253820258075,0.0007374999019458218,0.0003425833212423413,100.0,0.0,63.75,3.0639027399707057,1.05,0.21794494717703372,4.15,0.7262919523166976,0
241,0.8783068104113552,0.0352845834115553,0.035387406945112866,0.010310262826831382,0.0006957528775208589,0.0002731054143795471,100.0,0.0,62.75,2.680951323690902,1.125,0.3112474899497183,4.25,0.6224949798994366,0
242,0.8780084897425567,0.037341400913218026,0.03472886155427381,0.012407366640394709,0.0006982216098780599,0.00033859417086565366,100.0,0.0,64.1,2.913760456866693,1.0,0.0,4.45,0.8046738469715541,0
243,0.8795541278518572,0.04307969518226425,0.034738033452028784,0.011999961877666377,0.0006894029894830482,0.0003175859679279178,100.0,0.0,62.35,3.1823733281939126,1.05,0.21794494717703372,4.65,0.7921489758877431,0
244,0.8816601269788471,0.040972492828417625,0.034111519136185965,0.011493659112494344,0.0006901013580249647,0.00029962535868742983,100.0,0.0,63.8,2.580697580112788,1.05,0.21794494717703372,3.9,0.6244997998398398,0
245,0.8844684161353236,0.03833159166531973,0.033654718912328956,0.010190631462190944,0.0006839889317853773,0.00024572467251047874,100.0,0.0,62.9,2.964793416074719,1.075,0.23848480035423641,4.3,0.8426149773176358,0
246,0.8852471209575249,0.03688531661378873,0.033141429250270193,0.010266742326420223,0.0006970466233884745,0.00027129833216200277,100.0,0.0,62.7,2.8301943396169813,1.1,0.3,4.35,0.9630680142129111,0
247,0.8849496854785983,0.03744996396445011,0.03288088275847873,0.01115673808248416,0.0007058623988268911,0.00027797116058049564,100.0,0.0,62.55,3.353729267546801,1.05,0.2179449471770337,4.15,0.6538348415311009,0
248,0.8905364634226091,0.03994241056956609,0.03186416972814578,0.010449966240683074,0.0006678461234569,0.00027297496734570337,100.0,0.0,63.15,2.3932195887548637,1.05,0.21794494717703372,4.25,0.7664854858377946,0
249,0.8938283196309929,0.04071686553275847,0.030146104991408917,0.010336613637273874,0.000699625265920493,0.0003369477073050761,100.0,0.0,63.65,2.885740806101615,1.075,0.23848480035423641,4.05,0.804673846971554,0
250,0.8992066449664355,0.039174869687286125,0.028075746913416206,0.010042284626180955,0.000702590069545975,0.00038919503581544474,100.0,0.0,63.0,1.8439088914585775,1.025,0.10897247358851683,4.35,0.7262919523166975,0
251,0.9019756289244683,0.03626431130202015,0.027951923847325155,0.009708428584823616,0.0006600282707662765,0.0003499182091372455,100.0,0.0,63.3,2.7766886753829643,1.05,0.2179449471770337,4.05,0.49749371855331004,0
252,0.9055004646786786,0.033641846019082905,0.027025417900836075,0.0100278931749563,0.000643513744306715,0.00034661475844884585,100.0,0.0,63.6,3.2924155266308657,1.05,0.21794494717703372,4.35,0.7262919523166976,0
253,0.9011530997470152,0.03497643514541577,0.0279134756732545,0.011204288393515486,0.0006621991539962173,0.0003302252869892846,100.0,0.0,63.7,3.2572994949804666,1.075,0.23848480035423641,4.35,0.7262919523166976,0
254,0.907543174840747,0.028177351830769828,0.02600233663387492,0.01138664122578839,0.0006302205538828475,0.00019667404291960044,100.0,0.0,63.15,2.632014437650371,1.025,0.10897247358851683,4.45,0.6689544080129827,0
255,0.9119397503266577,0.028415420598746417,0.02356165576905308,0.011916394274748682,0.0006315694535269962,0.00022191983868461728,100.0,0.0,64.7,3.241913015489466,1.025,0.10897247358851683,4.1,0.6244997998398398,0
256,0.9130521341292676,0.027792824774967848,0.022510854647955242,0.011989300094266327,0.0006391552379369197,0.00028521999454998725,100.0,0.0,63.15,3.0376800358168077,1.0,0.0,4.15,0.6538348415311012,0
257,0.9124701606306165,0.03296414508130668,0.02272617793522404,0.011813846532117608,0.0006421378360333529,0.0003097947070627242,100.0,0.0,62.8,3.370459909270543,1.1,0.2549509756796392,4.2,0.6782329983125269,0
258,0.9114666814885295,0.03096770210842936,0.02329345593817951,0.011307999341365024,0.0006495837560884019,0.00024433409693728987,100.0,0.0,63.95,2.558808316384797,1.0,0.0,4.15,0.6538348415311009,0
259,0.9172069952564252,0.028470678332578176,0.020711294848443924,0.012633689292509135,0.0006293509546956257,0.00024330476946764494,100.0,0.0,63.3,2.491987158875423,1.05,0.21794494717703372,3.95,0.5894913061275798,0
260,0.9185735911359189,0.026929145965825334,0.019862227207766796,0.011360086901463165,0.0006361422809645749,0.000299445270634085,100.0,0.0,62.95,2.8892040426387333,1.0,0.0,4.45,0.8645808232895292,0
261,0.9212158028741531,0.024218888823583026,0.019590156187329705,0.010415536584002372,0.00062433461796343,0.00025327149975471814,100.0,0.0,62.15,3.0540956108150903,1.05,0.15,4.2,0.8717797887081347,0
262,0.9224153405716041,0.026837561238708275,0.02023383877574176,0.0094204663805188,0.0006072662224617123,0.00029502237704856656,100.0,0.0,62.25,4.345975149491768,1.15,0.3570714214271425,4.1,0.7,0
263,0.9241203386104923,0.02660480664644665,0.017369116926688435,0.009540572628820935,0.0006511673873267143,0.000278787829765592,100.0,0.0,63.75,2.7363296585024255,1.025,0.10897247358851683,3.95,0.6689544080129826,0
264,0.9294582173432131,0.024998483685587235,0.015117273061174002,0.009212704242398267,0.0006306451516663435,0.00023869008327771288,100.0,0.0,62.0,3.271085446759225,1.05,0.21794494717703372,4.3,1.004987562112089,0
265,0.9319415444126724,0.02558413982100838,0.014084054642110138,0.010754671071749404,0.000595521353383001,0.00024783437027227194,100.0,0.0,63.2,2.7495454169735036,1.15,0.3570714214271425,4.35,1.0136567466356645,0
266,0.9273904981399627,0.018634580616076153,0.01621981955858999,0.009566825324028836,0.0006316545781764057,0.00021812814823095062,100.0,0.0,63.9,3.3451457367355464,1.025,0.10897247358851683,4.25,0.9937303457175896,0
267,0.9310233206650919,0.01707532920036875,0.014906698272193337,0.00906087161040175,0.0006046725149265438,0.00018275952389326346,100.0,0.0,64.25,2.6052830940226053,1.0,0.0,4.35,0.653834841531101,0
268,0.9353919679386005,0.018944184715417013,0.014884686014822313,0.008090252513632473,0.0005644951260776368,0.00018782138216281858,100.0,0.0,63.7,3.551056180912941,1.05,0.21794494717703372,4.15,0.4769696007084728,0
269,0.9343649471672688,0.01919213717827303,0.015248169368084003,0.006853091461907421,0.0005726164258010484,0.0001892709033558704,100.0,0.0,63.95,2.4181604578687494,1.1,0.3,4.1,0.5385164807134504,0
270,0.9340130543022139,0.01720024018743194,0.015514196296458671,0.006845655518656764,0.000576335429557228,0.0002009750889541772,100.0,0.0,63.35,2.4550967394381837,1.05,0.21794494717703372,4.4,0.8602325267042626,0
271,0.9346748965879839,0.019251863049827463,0.014618598027786946,0.007796806125571721,0.0005735041475257549,0.00022729835390975926,100.0,0.0,64.4,3.4263683398023628,1.05,0.15,3.95,0.5894913061275798,0
272,0.931268923974155,0.02210172853158558,0.015413835402048357,0.007756547988892934,0.0006124477012887163,0.0003020691993577266,100.0,0.0,63.8,3.558089374931439,1.075,0.23848480035423641,4.35,0.6538348415311012,0
273,0.9308522241488056,0.021518325322952503,0.016059201866353075,0.008152960977167462,0.0005941805657288292,0.00026194943277454925,100.0,0.0,64.4,2.5573423705088847,1.0,0.0,4.05,0.3840572873934304,0
274,0.9304662024217795,0.017596230280923227,0.016109089004066462,0.008007611849394558,0.0006112821223077189,0.00024268772415573058,100.0,0.0,63.15,2.4753787588973126,1.05,0.21794494717703372,4.4,0.9165151389911681,0
275,0.9251175957026941,0.0179440287921071,0.016020507506965438,0.007631148663367808,0.0006854639496640494,0.0002544722428676995,100.0,0.0,62.25,2.680951323690902,1.075,0.23848480035423641,4.25,0.698212002188447,0
276,0.9260543413669874,0.015286394126051964,0.0180103220153327,0.0070543423284683115,0.0006384083285483407,0.00018337021375101773,100.0,0.0,62.45,2.4591665254715873,1.1,0.2549509756796392,4.45,0.9205976319760986,0
277,0.9261978846911045,0.02407438446069838,0.01894131495709269,0.008441262693085122,0.0006074038955813249,0.00022838108037497235,100.0,0.0,64.1,3.0149626863362666,1.0,0.0,4.0,0.4472135954999579,0
278,0.9257288472517985,0.025362078258517964,0.020130280919993578,0.007207533607673089,0.0006118569380599464,0.00030621561693354937,100.0,0.0,64.75,3.533765696816924,1.05,0.21794494717703372,4.0,0.7071067811865476,0
279,0.9284789526553562,0.027894563457244278,0.02097714398749534,0.00790315990906721,0.0005405463336823617,0.00027476092745689615,100.0,0.0,62.95,2.9406631905065224,1.125,0.3112474899497183,4.0,0.6324555320336759,0
280,0.9270117662042985,0.027612018802282264,0.021619995799225477,0.007217682537722372,0.0005444718807127468,0.00030056227469253677,100.0,0.0,63.65,2.7436289836637897,1.05,0.21794494717703372,4.15,0.6538348415311012,0
281,0.9227724110097121,0.027812713032100686,0.021980969925246785,0.008188561016271195,0.0005829466926266922,0.0002842314066484485,100.0,0.0,63.7,2.6476404589747453,1.05,0.21794494717703372,4.25,0.7664854858377946,0
282,0.917411857989984,0.026126055145302623,0.02379614777228052,0.009088775338475834,0.0005975124496202663,0.00028650008823304535,100.0,0.0,63.35,3.1980462785894765,1.025,0.10897247358851683,4.25,0.698212002188447,0
283,0.9127150512668492,0.031735412392378586,0.024031449794570274,0.010240395179185367,0.0006284395446523023,0.0003019905715352462,100.0,0.0,62.4,2.7820855486487113,1.025,0.10897247358851683,4.15,0.3570714214271425,0
284,0.9108355006570485,0.03078557440875808,0.02490012924635055,0.010687483988917458,0.0006240285539935303,0.0002977915157847957,100.0,0.0,63.1,4.253234063627348,1.15,0.32015621187164245,4.05,0.6689544080129826,0
285,0.9061478419128782,0.03104093438710728,0.02624271560382061,0.012569577097583974,0.0006105150491962073,0.00024789345674866526,100.0,0.0,64.3,2.7766886753829643,1.05,0.21794494717703367,4.2,0.6782329983125268,0
286,0.8950104146339685,0.031993404107626945,0.02818697682563203,0.012904648233649833,0.000706370436298555,0.0002923873861276522,100.0,0.0,62.6,2.764054992217051,1.125,0.3112474899497183,4.25,1.0428326807307104,0
287,0.8900771577824355,0.031687323028953863,0.030468936637067956,0.012186826396637079,0.00072489497988105,0.00029618274639615677,100.0,0.0,62.4,3.583294573433783,1.1,0.2549509756796392,4.1,0.7681145747868608,0
288,0.8859550863831567,0.02810875901577505,0.03183590752843346,0.011468878027804386,0.0007177195438774279,0.0003223582512693454,100.0,0.0,62.95,1.883480820183736,1.025,0.10897247358851683,4.0,0.7745966692414834,0
289,0.8828643529778126,0.02901640558343323,0.031751517010122056,0.011709365556206493,0.0007456628490035719,0.00030828478153660765,100.0,0.0,64.0,3.2093613071762426,1.125,0.3112474899497183,4.4,0.9695359714832658,0
290,0.8810237008628148,0.03693242894576188,0.03218618715323485,0.012048842086423114,0.0007527227709948519,0.00036096437185004866,100.0,0.0,64.1,3.4770677301427417,1.1,0.3,4.0,0.6324555320336759,0
291,0.87878737545831,0.039068659437857506,0.03460209251796076,0.012134799051157717,0.0006898510231541607,0.0003253970970955286,100.0,0.0,63.35,2.8857408061016145,1.0,0.0,4.2,0.7483314773547883,0
292,0.8754320023491049,0.04073498274192613,0.03671853516453604,0.011189797743777818,0.0006536498116215698,0.00028891570421750364,100.0,0.0,64.6,2.3748684174075834,1.05,0.2179449471770337,4.4,0.9165151389911679,0
293,0.8687751138841391,0.04357251779748231,0.038194301929164336,0.01310790620815748,0.0006568999654807818,0.0003027606758923773,100.0,0.0,62.75,3.404041715373065,1.1,0.3,4.2,0.5099019513592784,0
294,0.8645859530692034,0.04215050988233995,0.03919260678882695,0.011506649801260649,0.0006960397899401442,0.0002900922920562884,100.0,0.0,63.95,2.4794152536434875,1.05,0.21794494717703372,3.9,0.5385164807134504,0
295,0.8584275609503562,0.04286027305287883,0.04029575116514293,0.011141919683574305,0.0007249706967283107,0.0003390148527445848,100.0,0.0,62.4,1.9078784028338913,1.1,0.3,4.45,0.9205976319760986,0
296,0.8568387135465578,0.0402243859906225,0.04036474243375334,0.010935994031047273,0.0007535791742082159,0.0003930836395765698,100.0,0.0,61.8,3.171750305430741,1.2,0.4,4.3,0.6403124237432849,0
297,0.8555659279191563,0.03928502892329615,0.04067461639576441,0.011415345508748892,0.0007539713769171626,0.0003527801889916046,100.0,0.0,63.45,2.765411361804967,1.075,0.23848480035423641,4.3,0.8426149773176358,0
298,0.8491592230475759,0.04359776951115189,0.04197918216917011,0.012311580707357574,0.0007725291987410456,0.00039458554924342524,100.0,0.0,65.05,2.4591665254715873,1.025,0.10897247358851683,4.0,0.5477225575051661,0
299,0.842318719585079,0.0456740446734431,0.044276135908131994,0.012262343010671818,0.0007511907470255741,0.0003539633455363518,100.0,0.0,63.95,3.1220986531498327,1.0,0.0,4.35,0.7262919523166976,0
300,0.8339380148771383,0.04879208137476455,0.04582854426385112,0.013066106258163937,0.0007893774885539334,0.0003984114762732831,100.0,0.0,64.05,2.011839953873071,1.0,0.0,4.2,0.6782329983125269,0
301,0.82977459299461,0.04736415185442995,0.046647559950033876,0.01316386532206212,0.0008035815098984232,0.00034896622236094344,100.0,0.0,63.0,2.4698178070456938,1.0,0.0,4.15,0.7262919523166975,0
302,0.8228235380695086,0.04833705488626868,0.04876160290269821,0.01337128636758469,0.0007848196828699409,0.0003249605450109837,100.0,0.0,62.55,2.0365411854416298,1.15,0.3570714214271425,4.6,1.019803902718557,0
303,0.8160843316430568,0.04845185159767577,0.051169094612491396,0.012638521687965653,0.0007634186648769953,0.0002929017780335841,100.0,0.0,62.05,4.06786184622831,1.175,0.36314597615834876,4.15,0.5722761571129799,0
304,0.80969122478296,0.05303144077164122,0.05217847108930877,0.013613389185224855,0.0007841556121509065,0.0002639890152431297,100.0,0.0,65.0,3.082207001484488,1.0,0.0,4.0,0.9486832980505138,0
305,0.8087590536759578,0.05851275676678619,0.05242729207851271,0.01413509828101457,0.0007828528705559331,0.0003124802795852026,100.0,0.0,64.5,2.0371548787463363,1.05,0.21794494717703372,4.05,0.4974937185533099,0
306,0.8028227306544004,0.06563987656695149,0.05266121492531771,0.01644893545944582,0.0008197084274275638,0.0003305208728706177,100.0,0.0,64.4,2.6532998322843193,1.0,0.0,4.3,0.714142842854285,0
307,0.7976234938256288,0.0655730827305614,0.05323995811230199,0.016787193004509142,0.0008525350791147608,0.0003986727842729591,100.0,0.0,62.75,2.7363296585024255,1.05,0.2179449471770337,4.2,0.6,0
308,0.7965227553219838,0.06457961179613239,0.052748543008063455,0.01683976781427871,0.0008943757032305379,0.000377490328499146,100.0,0.0,62.9,3.1606961258558215,1.025,0.10897247358851683,4.2,0.7483314773547883,0
309,0.7933603151340557,0.07032638763858469,0.053374049103502595,0.018066592083769515,0.0008979282938448204,0.00036035372244250084,100.0,0.0,62.3,2.882707061079915,1.05,0.21794494717703372,4.75,0.82915619758885,0
310,0.7953517866972646,0.07883406930477883,0.051929319321574886,0.02073108425376519,0.0009172249622169954,0.0003649702787505553,100.0,0.0,64.2,3.385262175962151,1.0,0.0,4.1,0.6244997998398398,0
311,0.795564520222434,0.08284767454125228,0.05222729068471584,0.02037566390069883,0.0009211486602158016,0.00032617339945652306,100.0,0.0,64.45,2.15580611373101,1.0,0.0,4.1,0.6244997998398398,0
312,0.7977570792378584,0.08212032881432524,0.05274295957664628,0.020644582641595757,0.0008494914753533377,0.00027847840990319214,100.0,0.0,63.8,3.325657829663178,1.0,0.0,4.15,0.8529361054615991,0
313,0.796171324964455,0.08823382418151687,0.05337183360014582,0.021448633713328055,0.0008229260531598311,0.00032429784700472745,100.0,0.0,63.7,2.5317977802344327,1.075,0.23848480035423641,4.35,0.7262919523166976,0
314,0.7907216343904316,0.08829297568738062,0.05491726220239472,0.02168444745354847,0.0008302145625782746,0.0003267847307716466,100.0,0.0,63.15,3.9531632903283924,1.15,0.3570714214271425,4.2,0.812403840463596,0
315,0.7922376474064897,0.08730718298846878,0.055772825793125126,0.020770174558877943,0.0007799083724311454,0.00023205629049483065,100.0,0.0,63.15,2.286372673034735,1.075,0.23848480035423641,4.1,0.6244997998398398,0
316,0.7919172594009358,0.08460330755656965,0.05666971859365588,0.01996837023804595,0.0007422123551363908,0.0003029074925630128,100.0,0.0,63.55,2.8892040426387338,1.0,0.0,4.25,0.698212002188447,0
317,0.7824509120712049,0.08925350991418446,0.05773552360344018,0.020923802368803243,0.0008049692562670603,0.00036773545293353004,100.0,0.0,63.1,2.9137604568666933,1.025,0.10897247358851683,4.4,0.9165151389911679,0
318,0.7742285652700719,0.09495190726981474,0.05959283822899684,0.02028587213798945,0.0008166288230566386,0.0004509658374986459,100.0,0.0,63.75,2.878801834096956,1.0,0.0,4.35,0.5722761571129799,0
319,0.769644635058541,0.09425828334543668,0.061203064869823263,0.019445610168650252,0.0008015598415160001,0.00045294945469313526,100.0,0.0,63.15,2.5548972582082436,1.05,0.2179449471770337,4.3,0.6403124237432849,0
320,0.7658297485983417,0.09060349953235781,0.061920029552969456,0.01823485469824349,0.000819395441008672,0.0004003775101911054,100.0,0.0,62.9,2.2781571499789037,1.025,0.10897247358851683,4.45,0.9733961166965891,0
321,0.7677924413728596,0.08796918280265079,0.062211002980706476,0.01786093756621635,0.0007753846461215114,0.00037121495446596365,100.0,0.0,63.05,3.1220986531498327,1.125,0.3112474899497183,4.1,0.7,0
322,0.7680262889439774,0.09472459946376297,0.06110395894965585,0.020543603067579925,0.0008138315317478874,0.00043549298944880256,100.0,0.0,62.55,2.3973944189473704,1.05,0.21794494717703372,4.65,0.653834841531101,0
323,0.7661772201028899,0.09593638038439736,0.06111641327512925,0.02181913508628533,0.0008086850051585558,0.00038549376068660576,100.0,0.0,63.7,2.3895606290697042,1.075,0.23848480035423641,4.3,0.6403124237432849,0
324,0.7642811384932766,0.10247568578336802,0.06194568953204856,0.02256886007533377,0.0007595456093763028,0.0003199955825942265,100.0,0.0,63.65,2.286372673034735,1.1,0.2549509756796392,4.2,0.6782329983125268,0
325,0.7528265123342711,0.10082060706301926,0.0643698984634578,0.021911948789808983,0.0007919650487994484,0.00032425359883602996,100.0,0.0,63.15,2.372235232855292,1.05,0.21794494717703372,4.35,0.7921489758877431,0
326,0.7414810095614178,0.09873948026358248,0.0671434884451307,0.020697846490976262,0.0007952761055662602,0.0003544664387953461,100.0,0.0,63.5,2.958039891549808,1.1,0.3,4.0,0.6324555320336759,0
327,0.7377994571912155,0.09936178614463168,0.06861122030053146,0.019850859596458752,0.0007595624912458759,0.0003338457384102553,100.0,0.0,63.55,2.836811590500857,1.0,0.0,4.0,0.7071067811865476,0
328,0.7287268474294304,0.09183705589593182,0.07043938521893427,0.018395824879136012,0.0007839853038691186,0.0002932958767787332,100.0,0.0,62.95,2.67348087705897,1.075,0.23848480035423641,4.1,0.5385164807134504,0
329,0.7229815496580492,0.09372722336028709,0.07130706477248303,0.01894209568639968,0.0008105326806817073,0.00035826719635026114,100.0,0.0,63.65,4.2340878592679205,1.15,0.3570714214271425,4.25,0.6224949798994366,0
330,0.7145893396805475,0.08911170142391289,0.07280262438502837,0.01930514983817169,0.0008323572845864893,0.00034085164903517736,100.0,0.0,63.9,2.947880594596735,1.025,0.10897247358851683,4.35,0.8529361054615991,0
331,0.7082085413843034,0.08355183209827823,0.07478544797220946,0.017813284567500854,0.0007936922381728932,0.0003228576411534082,100.0,0.0,63.45,2.801338965566288,1.1,0.3,4.35,0.5722761571129799,0
332,0.7072066059683701,0.08710708307345708,0.07462829703433908,0.018601491748175467,0.0007951638092333713,0.00027820236893795377,100.0,0.0,62.8,2.6191601707417593,1.025,0.10897247358851683,4.3,0.6403124237432849,0
333,0.6995547112100221,0.08818446166049054,0.07575965951703169,0.018960741488776026,0.0008231888518775382,0.00030992771860516343,100.0,0.0,63.7,2.7946377224964243,1.075,0.23848480035423641,4.3,0.8426149773176358,0
334,0.7034503330147974,0.09270039142868597,0.07525036044674809,0.018424266491864138,0.0008084432401611377,0.0002581354829996154,100.0,0.0,64.1,3.6041642581880198,1.0,0.0,4.4,1.0198039027185568,0
335,0.6968754147189425,0.09399253252940094,0.07624601759041004,0.01839266600322034,0.0008603420715810569,0.00034184498738131696,100.0,0.0,62.9,3.7403208418530087,1.175,0.36314597615834876,4.3,0.45825756949558405,0
336,0.6953091187239586,0.09597872023162168,0.07650394050088892,0.018499894030544382,0.0008488407880162191,0.00033754318195370237,100.0,0.0,63.95,3.7212229172679243,1.175,0.36314597615834876,4.45,0.6689544080129827,0
337,0.6897089380892413,0.1003905458051963,0.07695777962647637,0.01907340888779071,0.0009153574740647484,0.0004354009239738828,100.0,0.0,64.6,2.9051678092667896,1.025,0.10897247358851683,4.15,0.6538348415311009,0
338,0.6860161175711169,0.100305369465733,0.07768016034324368,0.019806682515254845,0.000882430799522204,0.0003810895897188429,100.0,0.0,63.5,2.5199206336708304,1.0,0.0,4.2,0.6,0
339,0.6781932379504975,0.10015685685730556,0.07926623653744198,0.02020654366430054,0.0008798331502079843,0.00047711784364388646,100.0,0.0,64.15,2.688401011754013,1.025,0.10897247358851683,4.1,0.6244997998398398,0
340,0.6740097178220468,0.09816501787982829,0.0804905730529671,0.01926980909299068,0.0008504812270768239,0.0004502338589419632,100.0,0.0,62.75,2.8262165522125158,1.05,0.21794494717703372,4.05,0.6689544080129826,0
341,0.6645170961057605,0.10801903916773252,0.08236508053936532,0.021991932583689512,0.0008357050058507348,0.0003468046379927894,100.0,0.0,63.35,3.365635155509284,1.125,0.3112474899497183,4.25,0.7664854858377946,0
342,0.6634006146689457,0.11081403927664178,0.08178164245817274,0.02334362854598969,0.0008665216068705045,0.0003829267219891719,100.0,0.0,62.25,3.6314597615834874,1.1,0.3,4.25,0.7664854858377946,0
343,0.6590786379243503,0.12620249251643872,0.08275309181114479,0.025356752096383044,0.0008298947706114905,0.00037790423434384785,100.0,0.0,63.95,2.5782746168707478,1.025,0.10897247358851683,4.05,0.8645808232895291,0
344,0.6500801122907053,0.13264215821749903,0.08496014278941799,0.025500917915572005,0.0008459845276443896,0.0004501237264008079,100.0,0.0,62.4,2.4166091947189146,1.0,0.0,4.3,0.45825756949558405,0
345,0.6560093108134233,0.14075824421915006,0.0845381182845017,0.026704632428861553,0.0008142101709445607,0.00043193243756487566,100.0,0.0,63.15,3.48245602987317,1.1,0.3,4.4,0.8602325267042626,0
346,0.6642859906691359,0.1458414661745115,0.08320935220539982,0.027943788626101505,0.0008120158898618236,0.0004469668892674732,100.0,0.0,63.8,3.4727510708370675,1.15,0.3570714214271425,3.85,0.5722761571129799,0
347,0.6748752562408513,0.15143078898477233,0.081425680077852,0.029044600403070497,0.0007700248960357651,0.0003002045301540013,100.0,0.0,64.1,3.064310689208912,1.0,0.0,4.3,0.7810249675906654,0
348,0.669570557505718,0.15090466712298062,0.08285726853306338,0.028183118408438495,0.0007404610434002562,0.0003132810027772193,100.0,0.0,63.65,2.43464576478797,1.05,0.21794494717703372,4.05,0.5894913061275798,0
349,0.6631063035894452,0.1451939940939886,0.08429461670025631,0.02773130292843167,0.0007104629844737458,0.00038177377402134476,100.0,0.0,63.55,2.940663190506523,1.0,0.0,4.3,1.0049875621120892,0
350,0.6517000686977266,0.1446030619412719,0.0855205724897462,0.0283182095103887,0.000757764253721865,0.000474208776191248,100.0,0.0,62.9,2.5278449319529077,1.05,0.21794494717703372,4.45,0.9205976319760986,0
351,0.636778698364053,0.13648926488539,0.0880399323389922,0.02650792941035414,0.0007978794090280044,0.0005672070330964635,100.0,0.0,63.1,1.9723082923316022,1.05,0.21794494717703372,4.2,0.8124038404635961,0
352,0.6198764775111243,0.1328437072026076,0.09141274029632315,0.02525189339815599,0.000826985559917294,0.000441145964960965,100.0,0.0,63.8,3.171750305430741,1.075,0.23848480035423641,4.55,0.6689544080129827,0
353,0.6084521565743558,0.13250252435403126,0.09325924421266814,0.02510348660797106,0.0008488840678156255,0.0005110373651438948,100.0,0.0,63.9,3.047950130825634,1.025,0.10897247358851683,4.15,0.7262919523166975,0
354,0.6006721840871322,0.12602570359330426,0.09497790787865876,0.023186800349491072,0.0008466915694507815,0.00045748553764648564,100.0,0.0,63.0,2.9832867780352594,1.1,0.3,4.2,0.8124038404635961,0
